,userID,movieID,rating
182,1,2797,4.0
184,1,2858,5.0
187,1,2916,4.0
189,1,2947,5.0
192,1,2959,5.0
193,1,2985,4.0
194,1,2987,5.0
197,1,2997,4.0
198,1,3033,5.0
200,1,3052,5.0
203,1,3147,5.0
208,1,3253,5.0
217,1,3489,4.0
218,1,3527,4.0
219,1,3578,5.0
222,1,3671,5.0
228,1,3793,5.0
300,4,21,3.0
301,4,32,2.0
303,4,47,2.0
316,4,235,2.0
318,4,260,5.0
320,4,296,1.0
326,4,357,3.0
327,4,368,4.0
331,4,457,5.0
334,4,509,1.0
336,4,539,1.0
337,4,553,2.0
338,4,588,4.0
339,4,593,5.0
340,4,595,3.0
342,4,608,5.0
343,4,648,3.0
344,4,708,4.0
351,4,904,4.0
352,4,908,5.0
354,4,912,5.0
356,4,919,5.0
364,4,1073,4.0
366,4,1079,2.0
367,4,1080,5.0
372,4,1136,5.0
376,4,1196,5.0
377,4,1197,5.0
378,4,1198,3.0
379,4,1199,2.0
380,4,1203,5.0
382,4,1213,4.0
383,4,1219,4.0
384,4,1225,4.0
386,4,1259,4.0
387,4,1265,4.0
390,4,1282,5.0
392,4,1288,4.0
393,4,1291,4.0
394,4,1304,3.0
395,4,1391,1.0
397,4,1466,4.0
398,4,1500,4.0
399,4,1517,4.0
400,4,1580,3.0
402,4,1617,2.0
403,4,1641,4.0
404,4,1704,1.0
406,4,1732,4.0
418,4,1923,3.0
422,4,1968,4.0
425,4,2078,5.0
429,4,2174,5.0
434,4,2324,1.0
439,4,2395,3.0
440,4,2406,4.0
442,4,2571,1.0
444,4,2599,5.0
445,4,2628,1.0
446,4,2683,4.0
447,4,2692,5.0
448,4,2712,2.0
449,4,2762,4.0
452,4,2791,5.0
454,4,2858,5.0
458,4,2959,2.0
460,4,2997,4.0
461,4,3033,4.0
466,4,3160,4.0
467,4,3175,1.0
475,4,3408,4.0
476,4,3481,2.0
477,4,3489,1.0
484,4,3897,4.0
485,4,3911,3.0
487,4,3996,4.0
492,4,4027,3.0
495,4,4034,5.0
500,4,4226,2.0
501,4,4239,5.0
502,4,4246,4.0
506,4,4308,1.0
513,4,4896,4.0
560,6,2,4.0
561,6,3,5.0
564,6,6,4.0
565,6,7,4.0
567,6,10,3.0
568,6,11,4.0
571,6,16,4.0
572,6,17,4.0
573,6,19,2.0
574,6,21,2.0
577,6,25,3.0
581,6,32,4.0
582,6,34,4.0
583,6,36,5.0
588,6,47,4.0
589,6,50,1.0
593,6,62,4.0
604,6,95,4.0
607,6,104,4.0
609,6,110,5.0
615,6,141,4.0
616,6,145,4.0
618,6,150,4.0
620,6,153,3.0
621,6,158,4.0
623,6,160,5.0
624,6,161,3.0
625,6,163,3.0
626,6,165,3.0
627,6,168,5.0
635,6,185,3.0
645,6,208,3.0
655,6,225,4.0
657,6,231,3.0
668,6,253,3.0
676,6,266,3.0
687,6,288,2.0
690,6,292,4.0
691,6,293,3.0
692,6,296,2.0
701,6,316,5.0
702,6,317,4.0
703,6,318,5.0
705,6,329,4.0
710,6,337,5.0
711,6,339,4.0
715,6,344,3.0
718,6,349,5.0
719,6,350,5.0
722,6,353,4.0
725,6,356,5.0
726,6,357,3.0
732,6,364,5.0
734,6,367,4.0
735,6,368,5.0
736,6,370,4.0
739,6,377,5.0
741,6,380,4.0
746,6,410,3.0
752,6,432,5.0
753,6,434,4.0
754,6,435,3.0
756,6,440,4.0
759,6,454,4.0
761,6,457,5.0
764,6,466,2.0
768,6,474,4.0
771,6,480,5.0
772,6,485,3.0
779,6,500,5.0
782,6,508,4.0
783,6,509,3.0
787,6,520,3.0
789,6,527,3.0
794,6,539,3.0
800,6,552,3.0
801,6,553,5.0
804,6,587,5.0
805,6,588,5.0
806,6,589,3.0
807,6,590,5.0
808,6,592,3.0
809,6,593,4.0
810,6,594,4.0
811,6,595,5.0
812,6,596,3.0
813,6,597,4.0
815,6,608,3.0
829,6,708,4.0
834,6,736,5.0
839,6,780,5.0
871,6,1073,3.0
874,7,1,4.5
875,7,50,4.5
877,7,150,4.5
878,7,165,4.0
879,7,260,5.0
880,7,356,5.0
881,7,380,3.0
882,7,466,5.0
883,7,480,5.0
884,7,587,2.0
885,7,588,3.0
886,7,589,2.5
887,7,592,3.0
888,7,593,5.0
889,7,595,3.5
890,7,648,4.0
891,7,750,4.0
892,7,780,4.5
894,7,924,4.0
895,7,1101,4.0
897,7,1196,4.0
898,7,1208,4.0
899,7,1210,4.0
900,7,1219,5.0
901,7,1220,4.5
902,7,1240,5.0
903,7,1246,1.5
904,7,1270,5.0
905,7,1517,3.5
906,7,1584,5.0
907,7,1610,4.0
908,7,1617,3.0
909,7,1682,3.0
910,7,1784,0.5
911,7,1917,4.0
912,7,1923,1.5
913,7,1954,4.5
915,7,2324,2.0
916,7,2353,3.5
917,7,2529,5.0
918,7,2628,1.5
919,7,2640,3.0
920,7,2671,4.5
921,7,2683,2.0
923,7,2701,1.5
925,7,2762,4.5
926,7,2858,4.0
927,7,3114,4.5
929,7,3408,4.5
930,7,3578,1.5
931,7,3623,1.0
932,7,3793,3.5
935,7,3977,2.5
936,7,3994,3.0
937,7,4018,4.0
939,7,4246,2.0
940,7,4306,4.0
942,7,4370,4.5
947,7,4886,4.0
948,7,4896,4.0
949,7,4963,4.0
950,7,4993,4.5
951,7,4995,4.5
952,7,5218,3.5
953,7,5349,3.5
954,7,5378,0.5
955,7,5445,4.0
956,7,5459,3.0
958,7,5502,1.5
959,7,5618,5.0
960,7,5816,4.5
961,7,5952,4.5
962,7,5989,4.0
964,7,6333,4.0
965,7,6365,4.0
967,7,6539,4.5
968,7,6863,4.5
969,7,6934,2.0
970,7,7143,4.5
971,7,7153,4.0
975,7,8360,3.5
976,7,8368,2.5
979,7,8636,4.5
980,7,8665,3.5
992,7,8961,4.0
1004,7,32587,3.5
1006,7,33493,1.0
1007,7,33794,2.0
1014,7,45499,4.0
1019,7,48516,1.0
1022,7,49272,4.5
1119,10,296,1.0
1120,10,356,3.5
1121,10,588,4.0
1122,10,597,3.5
1123,10,912,4.0
1124,10,1028,0.5
1126,10,1247,3.0
1127,10,1307,3.0
1128,10,1784,3.5
1130,10,2571,0.5
1131,10,2671,3.5
1132,10,2762,0.5
1133,10,2858,1.0
1134,10,2959,0.5
1135,10,3578,4.0
1137,10,4246,3.5
1138,10,4306,4.5
1139,10,4447,4.5
1140,10,4993,4.0
1141,10,4995,4.0
1146,10,5952,4.0
1150,10,6377,3.5
1152,10,6942,4.0
1155,10,7153,4.0
1164,10,8636,3.5
1165,10,8665,3.5
1168,10,8961,2.5
1175,10,33679,3.0
1176,10,33794,5.0
1181,10,49272,5.0
1183,10,51662,3.0
1186,10,54286,3.5
1187,10,56367,3.5
1190,10,58559,4.5
1200,10,68954,4.0
1202,10,69844,3.0
1211,10,72998,2.5
1212,10,73017,3.0
1219,10,81845,5.0
1229,10,91529,5.0
1246,10,106782,1.0
1248,10,109374,0.5
1249,10,109487,0.5
1259,11,6,5.0
1260,11,10,3.0
1261,11,36,4.0
1263,11,95,3.0
1264,11,110,5.0
1265,11,150,5.0
1266,11,153,3.0
1267,11,165,3.0
1269,11,208,3.0
1270,11,292,4.0
1271,11,318,4.0
1272,11,349,5.0
1273,11,356,5.0
1274,11,368,3.0
1276,11,377,3.0
1277,11,380,4.0
1278,11,434,3.0
1279,11,457,5.0
1280,11,466,3.0
1281,11,474,4.0
1282,11,480,4.0
1286,11,589,4.0
1287,11,593,5.0
1288,11,648,4.0
1289,11,733,4.0
1290,11,736,4.0
1291,11,780,4.0
1293,11,1101,5.0
1294,11,1210,4.0
1296,11,1370,3.0
1298,11,1391,1.0
1302,11,1552,4.0
1303,11,1573,3.0
1304,11,1584,5.0
1308,11,1608,4.0
1312,11,1704,4.0
1313,11,1721,5.0
1314,11,1784,5.0
1317,11,1917,4.0
1319,11,1923,4.0
1322,11,2028,5.0
1434,15,1,2.5
1436,15,47,3.5
1437,15,158,1.0
1438,15,172,1.0
1440,15,260,5.0
1441,15,293,3.0
1442,15,296,4.0
1443,15,318,5.0
1445,15,356,5.0
1446,15,364,3.0
1447,15,527,5.0
1448,15,588,3.0
1449,15,589,5.0
1450,15,596,2.0
1451,15,780,3.5
1453,15,858,4.0
1454,15,1196,5.0
1455,15,1198,4.0
1456,15,1200,5.0
1457,15,1210,5.0
1458,15,1214,5.0
1459,15,1240,4.0
1460,15,1265,3.5
1461,15,1270,5.0
1463,15,1527,3.0
1464,15,1653,4.5
1467,15,2011,5.0
1468,15,2012,4.0
1469,15,2028,3.5
1470,15,2081,3.0
1474,15,2329,4.5
1475,15,2571,4.0
1476,15,2762,3.0
1477,15,2858,4.0
1478,15,2916,4.5
1479,15,2959,2.5
1480,15,3147,5.0
1484,15,3535,3.5
1486,15,3578,5.0
1488,15,3753,3.0
1489,15,3949,4.0
1490,15,3994,3.0
1491,15,4018,4.0
1492,15,4022,3.5
1493,15,4226,1.5
1494,15,4306,3.0
1495,15,4370,4.0
1496,15,4720,5.0
1497,15,4886,3.5
1498,15,4993,3.5
1499,15,4995,5.0
1500,15,5445,4.0
1501,15,5618,3.0
1502,15,5952,3.5
1504,15,5989,5.0
1505,15,6377,3.0
1506,15,6502,3.5
1507,15,6874,3.0
1509,15,7438,3.0
1510,15,8360,2.5
1511,15,8644,3.5
1512,15,8961,2.5
1513,15,33493,5.0
1515,15,48774,3.0
1516,15,48780,4.5
1517,15,50872,3.0
1518,15,56174,3.5
1519,15,58559,2.0
1520,15,59315,2.0
1521,15,60069,3.5
1525,15,68954,3.5
1527,15,70286,3.5
1530,15,72998,3.0
1531,15,79132,3.5
1535,15,89745,2.0
1536,15,91500,3.0
1537,15,91529,2.0
1541,15,99114,1.0
1546,15,109374,2.0
1547,15,109487,4.0
1551,15,112852,1.5
1557,15,122904,2.0
1569,16,47,3.5
1570,16,50,4.0
1571,16,111,4.5
1573,16,260,3.0
1574,16,293,4.0
1575,16,296,3.0
1576,16,318,4.0
1578,16,356,3.5
1579,16,527,4.0
1580,16,541,4.5
1581,16,593,3.0
1582,16,608,4.5
1585,16,750,4.5
1587,16,858,2.5
1588,16,904,3.5
1589,16,912,3.5
1591,16,923,3.5
1592,16,1089,4.0
1593,16,1136,4.0
1595,16,1148,4.0
1598,16,1193,4.0
1599,16,1196,3.0
1600,16,1197,4.0
1601,16,1198,3.5
1602,16,1199,5.0
1603,16,1201,3.0
1604,16,1203,4.0
1605,16,1207,4.0
1606,16,1208,4.0
1607,16,1213,3.5
1608,16,1214,4.0
1609,16,1219,3.0
1610,16,1222,4.5
1612,16,1230,4.0
1613,16,1247,4.0
1614,16,1252,4.5
1618,16,1276,4.0
1621,16,1617,3.5
1623,16,1704,3.5
1626,16,2329,3.5
1629,16,2571,3.5
1633,16,2762,3.5
1634,16,2858,3.5
1635,16,2959,3.5
1643,16,3949,4.0
1645,16,4011,3.0
1646,16,4226,4.5
1647,16,4878,3.5
1648,16,4973,4.0
1649,16,4993,3.5
1650,16,5618,4.5
1652,16,5952,3.5
1656,16,7153,3.5
1657,16,7361,3.5
1660,16,48394,4.0
1661,16,58559,4.5
1662,16,60069,4.0
1663,16,68954,4.0
1664,16,78499,4.5
1665,16,79132,3.0
1666,16,91529,4.5
1667,17,1,4.5
1669,17,47,4.0
1670,17,50,4.5
1671,17,110,4.5
1672,17,111,4.0
1673,17,150,3.5
1674,17,260,5.0
1675,17,293,3.5
1676,17,296,5.0
1677,17,318,5.0
1678,17,356,5.0
1679,17,480,4.5
1680,17,527,4.5
1681,17,541,3.5
1682,17,589,4.5
1683,17,590,4.5
1684,17,592,4.5
1685,17,593,4.5
1686,17,750,4.5
1687,17,780,4.0
1688,17,858,5.0
1690,17,904,4.0
1693,17,1036,4.0
1694,17,1089,4.0
1695,17,1090,4.5
1698,17,1193,4.5
1699,17,1196,5.0
1700,17,1197,3.5
1701,17,1198,4.5
1702,17,1201,5.0
1703,17,1206,5.0
1705,17,1210,5.0
1706,17,1213,4.5
1707,17,1221,4.5
1708,17,1222,4.5
1710,17,1234,4.0
1711,17,1240,5.0
1712,17,1252,4.0
1713,17,1258,4.0
1714,17,1259,4.0
1716,17,1270,4.5
1717,17,1291,4.0
1721,17,1466,3.0
1722,17,1732,5.0
1724,17,2005,4.0
1726,17,2028,4.5
1727,17,2194,4.0
1728,17,2329,4.5
1729,17,2502,4.5
1730,17,2571,5.0
1732,17,2762,4.0
1733,17,2858,4.0
1734,17,2959,4.5
1736,17,3147,4.5
1742,17,3949,4.5
1743,17,4226,4.0
1745,17,4993,4.5
1746,17,5618,5.0
1748,17,5952,5.0
1750,17,6016,4.5
1752,17,6870,3.5
1754,17,7153,4.5
1758,17,33794,4.0
1759,17,48394,4.5
1760,17,48516,4.0
1761,17,58559,4.5
1762,17,60069,3.5
1764,17,68157,4.0
1765,17,68358,4.5
1767,17,78499,4.0
1768,17,79132,4.5
1769,17,80463,4.0
1772,18,1,3.5
1773,18,2,3.0
1774,18,6,4.0
1775,18,16,4.5
1776,18,32,4.0
1777,18,34,2.5
1778,18,36,4.0
1779,18,47,4.5
1780,18,50,5.0
1781,18,70,3.5
1782,18,104,2.5
1783,18,110,4.5
1784,18,111,4.0
1785,18,145,3.5
1786,18,163,4.0
1787,18,165,4.0
1789,18,208,3.0
1790,18,223,4.0
1791,18,231,2.5
1792,18,235,4.5
1793,18,260,4.0
1794,18,288,4.0
1795,18,293,4.5
1796,18,296,4.0
1797,18,318,5.0
1798,18,329,4.0
1799,18,337,4.0
1800,18,344,2.5
1801,18,356,4.5
1802,18,364,3.0
1803,18,367,2.5
1804,18,370,3.0
1806,18,377,2.5
1807,18,380,2.5
1809,18,435,2.0
1810,18,442,3.0
1811,18,457,3.5
1812,18,466,2.5
1813,18,480,3.5
1814,18,500,3.5
1816,18,508,4.0
1817,18,527,4.5
1818,18,541,4.0
1819,18,555,4.0
1820,18,586,3.5
1821,18,588,3.5
1822,18,589,4.5
1823,18,590,4.0
1824,18,593,4.5
1825,18,595,3.0
1826,18,608,4.5
1828,18,648,3.0
1829,18,653,3.0
1830,18,673,3.0
1832,18,778,4.5
1833,18,780,4.0
1834,18,784,2.0
1836,18,858,4.0
1837,18,904,4.5
1838,18,908,4.0
1840,18,919,4.0
1841,18,923,5.0
1842,18,924,4.0
1844,18,1036,4.0
1846,18,1080,4.5
1848,18,1089,4.0
1850,18,1136,4.5
1851,18,1148,4.5
1852,18,1193,4.5
1853,18,1196,4.0
1854,18,1198,4.0
1855,18,1201,5.0
1856,18,1203,5.0
1857,18,1206,4.5
1858,18,1207,4.5
1859,18,1208,3.5
1861,18,1210,4.5
1863,18,1213,4.5
1864,18,1214,4.0
1865,18,1219,4.5
1866,18,1221,5.0
1867,18,1222,4.5
1870,18,1234,4.5
1871,18,1240,4.0
1873,18,1246,4.0
1874,18,1247,4.5
1875,18,1252,4.0
1877,18,1270,4.0
1879,18,1276,4.0
1880,18,1291,4.0
1881,18,1356,4.5
1882,18,1370,3.5
1884,18,1374,4.5
1886,18,1391,3.0
1887,18,1466,4.0
1888,18,1517,2.5
1889,18,1527,3.5
1890,18,1544,3.5
1891,18,1580,3.5
1892,18,1608,3.0
1893,18,1617,4.0
1894,18,1625,3.5
1895,18,1653,3.5
1896,18,1676,3.5
1897,18,1682,3.0
1898,18,1704,4.0
1899,18,1721,4.0
1901,18,1732,4.5
1902,18,1784,3.5
1905,18,1917,3.0
1908,18,1954,4.0
1909,18,1961,4.0
1910,18,2000,4.0
1913,18,2011,3.5
1914,18,2012,3.0
1916,18,2028,4.0
1918,18,2115,4.0
1920,18,2194,3.5
1921,18,2268,4.0
1923,18,2291,4.0
1924,18,2324,4.5
1925,18,2329,4.0
1933,18,2470,3.0
1935,18,2542,4.5
1936,18,2571,4.5
1937,18,2683,2.5
1938,18,2692,3.0
1939,18,2706,3.5
1940,18,2762,4.5
1941,18,2918,3.5
1944,18,2959,4.5
1945,18,2997,4.0
1946,18,3052,4.5
1947,18,3081,4.0
1948,18,3147,4.0
1949,18,3253,3.0
1953,18,3578,4.5
1956,18,3751,3.5
1958,18,3793,4.0
1960,18,3949,4.5
1961,18,3994,2.5
1963,18,4011,4.5
1964,18,4226,4.5
1965,18,4239,4.0
1966,18,4262,4.0
1967,18,4306,4.0
1972,18,4816,3.0
1973,18,4886,4.0
1974,18,4896,3.5
1975,18,4963,4.0
1976,18,4973,4.0
1977,18,4993,4.5
1978,18,4995,4.5
1981,18,5218,4.0
1983,18,5349,4.0
1984,18,5418,4.0
1985,18,5445,4.0
1986,18,5459,2.5
1988,18,5481,3.0
1991,18,5669,3.5
1993,18,5816,3.5
1996,18,5952,3.5
1997,18,5956,4.0
1998,18,5989,4.0
2002,18,6333,4.0
2003,18,6365,3.5
2004,18,6373,3.5
2005,18,6377,4.0
2006,18,6378,3.0
2009,18,6539,4.5
2014,18,6863,3.5
2015,18,6870,4.0
2016,18,6874,3.5
2018,18,6934,3.0
2020,18,7147,4.5
2021,18,7153,4.5
2027,18,7361,4.0
2029,18,7438,3.5
2033,18,8360,3.5
2035,18,8368,3.5
2036,18,8641,2.5
2037,18,8644,3.5
2038,18,8665,4.0
2045,18,8961,3.5
2054,18,30793,4.0
2058,18,32587,3.5
2061,18,33794,4.5
2074,18,44191,4.5
2078,18,45499,4.0
2080,18,45722,4.0
2081,18,46578,3.5
2085,18,48394,4.0
2086,18,48516,4.5
2087,18,48780,4.5
2089,18,50872,3.5
2092,18,51662,3.5
2094,18,53125,3.5
2101,18,54286,4.0
2113,18,58559,4.0
2114,18,59315,4.0
2116,18,59784,4.0
2131,18,68157,3.5
2134,18,68358,3.5
2135,18,68954,4.0
2136,18,69122,3.0
2140,18,70286,3.5
2146,18,72998,4.0
2147,18,73017,4.5
2152,18,74458,4.5
2161,18,78499,4.0
2162,18,79132,4.5
2182,18,89745,4.0
2185,18,91500,4.0
2186,18,91529,4.0
2200,18,99114,4.0
2213,18,106782,3.0
2216,18,109374,4.0
2217,18,109487,4.5
2225,18,112852,4.5
2237,18,122904,3.5
2274,19,1,4.0
2275,19,2,3.0
2276,19,3,3.0
2277,19,7,2.0
2278,19,10,2.0
2282,19,19,2.0
2283,19,32,4.0
2284,19,34,4.0
2286,19,47,3.0
2287,19,48,1.0
2291,19,70,2.0
2295,19,104,2.0
2299,19,141,1.0
2300,19,153,2.0
2301,19,158,3.0
2302,19,161,2.0
2303,19,165,3.0
2305,19,173,1.0
2306,19,185,2.0
2309,19,208,2.0
2311,19,223,3.0
2312,19,231,2.0
2313,19,235,4.0
2315,19,253,3.0
2318,19,260,4.0
2322,19,293,4.0
2324,19,316,2.0
2328,19,329,2.0
2333,19,339,3.0
2334,19,344,2.0
2336,19,350,2.0
2338,19,353,5.0
2339,19,356,2.0
2340,19,357,4.0
2342,19,364,3.0
2344,19,367,4.0
2345,19,368,3.0
2346,19,370,3.0
2349,19,377,4.0
2352,19,380,3.0
2354,19,410,2.0
2356,19,420,2.0
2360,19,432,3.0
2361,19,434,3.0
2362,19,435,2.0
2363,19,440,3.0
2364,19,442,3.0
2368,19,457,4.0
2369,19,466,3.0
2372,19,474,3.0
2373,19,480,2.0
2374,19,485,2.0
2379,19,500,2.0
2382,19,520,2.0
2384,19,539,3.0
2386,19,541,4.0
2390,19,551,5.0
2393,19,586,3.0
2394,19,587,3.0
2395,19,588,3.0
2396,19,589,5.0
2397,19,592,5.0
2398,19,597,3.0
2405,19,648,3.0
2406,19,653,2.0
2409,19,673,1.0
2411,19,708,3.0
2417,19,733,3.0
2418,19,736,2.0
2426,19,788,2.0
2443,19,903,5.0
2444,19,904,5.0
2451,19,924,3.0
2461,19,1028,2.0
2469,19,1073,4.0
2471,19,1079,4.0
2474,19,1089,3.0
2476,19,1097,5.0
2477,19,1127,3.0
2479,19,1136,3.0
2480,19,1148,4.0
2482,19,1193,4.0
2483,19,1196,4.0
2484,19,1197,5.0
2485,19,1198,5.0
2486,19,1200,3.0
2487,19,1210,3.0
2488,19,1214,4.0
2489,19,1215,3.0
2490,19,1219,4.0
2491,19,1234,4.0
2493,19,1240,4.0
2496,19,1258,2.0
2497,19,1259,3.0
2498,19,1265,4.0
2501,19,1270,4.0
2502,19,1278,4.0
2504,19,1291,5.0
2506,19,1307,3.0
2517,19,1356,3.0
2523,19,1374,5.0
2526,19,1377,3.0
2529,19,1380,3.0
2530,19,1391,3.0
2531,19,1394,3.0
2534,19,1407,3.0
2543,19,1485,3.0
2546,19,1500,2.0
2547,19,1517,3.0
2548,19,1527,5.0
2550,19,1544,1.0
2553,19,1552,3.0
2558,19,1573,4.0
2559,19,1580,2.0
2561,19,1584,3.0
2568,19,1610,3.0
2570,19,1617,4.0
2571,19,1625,4.0
2573,19,1645,2.0
2575,19,1653,4.0
2579,19,1676,2.0
2589,19,1732,3.0
2593,19,1777,3.0
2596,19,1784,2.0
2620,19,1917,2.0
2625,19,1923,4.0
2629,19,1968,2.0
2636,19,2000,3.0
2641,19,2005,4.0
2642,19,2011,2.0
2643,19,2012,3.0
2660,19,2054,3.0
2664,19,2078,2.0
2665,19,2081,4.0
2671,19,2100,3.0
2676,19,2115,3.0
2690,19,2167,3.0
2693,19,2174,4.0
2715,19,2302,3.0
2718,19,2321,3.0
2723,19,2355,3.0
2733,19,2396,4.0
2734,19,2406,3.0
2752,19,2470,3.0
2758,19,2502,2.0
2767,19,2571,4.0
2768,19,2572,3.0
2773,19,2617,3.0
2775,19,2628,3.0
2776,19,2640,3.0
2780,19,2657,3.0
2783,19,2683,3.0
2786,19,2699,3.0
2787,19,2700,4.0
2788,19,2701,1.0
2789,19,2706,3.0
2791,19,2710,2.0
2792,19,2716,4.0
2801,19,2762,4.0
2804,19,2791,2.0
2806,19,2797,3.0
2808,19,2804,3.0
2815,19,2858,4.0
2825,19,2916,3.0
2826,19,2918,5.0
2829,19,2959,5.0
2831,19,2985,3.0
2832,19,2987,5.0
2834,19,2997,4.0
2840,19,3033,2.0
2847,19,3052,3.0
2853,19,3081,3.0
2860,19,3114,2.0
2863,19,3175,4.0
2874,19,3253,2.0
2903,19,3421,4.0
2910,19,3471,4.0
2914,19,3481,2.0
2917,19,3489,2.0
2927,19,3535,2.0
2932,19,3578,3.0
2938,19,3623,2.0
2941,19,3671,3.0
2955,19,3717,2.0
2960,19,3751,3.0
2967,19,3793,4.0
2977,20,2,3.0
2980,20,34,4.0
2981,20,48,5.0
2983,20,158,3.0
2986,20,317,3.5
2988,20,364,5.0
2990,20,551,5.0
2991,20,586,3.0
2992,20,588,5.0
2993,20,594,5.0
2994,20,595,5.0
2995,20,596,4.5
3004,20,919,5.0
3014,20,1028,4.5
3019,20,1035,4.5
3020,20,1073,5.0
3022,20,1097,5.0
3023,20,1148,5.0
3024,20,1282,4.5
3027,20,1380,5.0
3038,20,2005,5.0
3039,20,2006,2.0
3043,20,2054,2.5
3045,20,2078,4.5
3046,20,2080,4.0
3047,20,2081,5.0
3055,20,2100,3.5
3062,20,2167,2.0
3065,20,2355,4.0
3069,20,2617,2.5
3070,20,2657,5.0
3072,20,2700,4.5
3073,20,2701,1.0
3078,20,2804,5.0
3081,20,2987,5.0
3083,20,3114,5.0
3092,20,3408,3.5
3098,20,3535,1.0
3103,20,3578,4.5
3105,20,3623,3.0
3108,20,3751,5.0
3109,20,3753,3.0
3112,20,3793,3.5
3115,20,3897,4.5
3116,20,3948,3.5
3119,20,3977,3.5
3123,20,3994,2.5
3124,20,3996,3.5
3129,20,4022,3.5
3130,20,4025,3.5
3131,20,4027,4.0
3138,20,4226,3.5
3140,20,4246,5.0
3143,20,4306,5.0
3144,20,4308,3.5
3150,20,4370,3.0
3153,20,4447,3.0
3161,20,4720,3.5
3163,20,4776,3.5
3165,20,4816,3.5
3168,20,4848,1.5
3170,20,4886,4.0
3171,20,4896,4.5
3173,20,4979,4.0
3175,20,4993,5.0
3176,20,4995,5.0
3183,20,5218,5.0
3186,20,5299,4.0
3188,20,5349,3.0
3190,20,5378,4.0
3192,20,5418,3.0
3194,20,5445,4.5
3196,20,5481,1.0
3197,20,5502,3.0
3200,20,5618,5.0
3205,20,5816,4.5
3206,20,5952,5.0
3207,20,5989,4.5
3215,20,6333,4.0
3218,20,6365,4.0
3219,21,1,3.5
3220,21,2,3.5
3221,21,10,5.0
3222,21,19,2.5
3225,21,48,3.0
3226,21,145,3.0
3227,21,165,3.5
3229,21,260,4.5
3230,21,293,3.0
3231,21,296,3.5
3233,21,356,4.5
3234,21,364,4.0
3235,21,367,3.0
3236,21,370,5.0
3237,21,435,1.0
3238,21,480,4.0
3239,21,500,2.5
3240,21,541,3.5
3241,21,551,0.5
3242,21,586,2.5
3243,21,588,4.0
3244,21,589,3.5
3245,21,592,3.5
3246,21,597,4.0
3247,21,648,4.5
3249,21,733,3.5
3252,21,780,3.5
3253,21,858,2.5
3255,21,1036,3.5
3256,21,1148,3.0
3257,21,1196,4.5
3258,21,1198,4.0
3259,21,1200,2.0
3260,21,1210,4.5
3261,21,1214,1.5
3262,21,1221,2.5
3263,21,1230,2.5
3264,21,1240,3.5
3265,21,1265,3.5
3266,21,1270,5.0
3267,21,1291,4.0
3268,21,1370,3.5
3269,21,1391,0.5
3270,21,1527,2.5
3271,21,1544,4.5
3272,21,1573,2.5
3273,21,1580,4.5
3274,21,1704,3.5
3275,21,1721,3.5
3279,21,2000,3.5
3282,21,2006,2.5
3283,21,2011,5.0
3284,21,2012,5.0
3288,21,2115,4.0
3289,21,2167,3.5
3290,21,2174,1.0
3293,21,2355,3.0
3299,21,2529,4.0
3301,21,2571,4.0
3302,21,2617,3.5
3303,21,2628,4.0
3304,21,2671,4.0
3305,21,2683,2.5
3306,21,2700,2.5
3307,21,2706,5.0
3308,21,2716,3.5
